season_x,round,pick,team,pfr_player_id,pfr_player_name,position,college,age,to,allpro,probowls,seasons_started,games,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs
2006,3,84,SFO,WillBr01,Brandon Williams,WR,Wisconsin,22,2007,0,0,0,23,19,28,201,0,0,0,194,93,10
2006,3,90,TAM,StovMa00,Maurice Stovall,WR,Notre Dame,21,2012,0,0,0,81,52,79,668,3,1,1,805,226,33
2006,3,95,PIT,ReidWi00,Willie Reid,WR,Florida St.,23,2007,0,0,0,7,4,4,54,0,0,0,2,52,2
2006,4,100,SFO,RobiMi00,Michael Robinson,WR,Penn St.,23,2013,0,1,1,112,79,98,643,4,0,0,213,540,32
2006,4,104,GNB,,Cory Rodgers,WR,TCU,,,0,0,0,,,,,,,,,,
2006,4,109,PHI,AvanJa00,Jason Avant,WR,Michigan,23,2015,0,0,3,148,375,548,4446,14,6,3,5411,1186,226
2006,4,111,BAL,WillDe03,Demetrius Williams,WR,Oregon,23,2010,0,0,0,46,64,77,1020,4,0,0,1027,232,47
2006,4,119,DEN,MarsBr00,Brandon Marshall,WR,Central Florida,22,2018,1,6,10,179,970,1488,12351,83,16,8,16476,3642,636
2006,4,125,DAL,GreeSk20,Skyler Green,WR,LSU,21,2008,0,0,0,11,4,4,40,0,0,0,13,27,1
2006,4,130,DEN,HixoDo00,Domenik Hixon,WR,Akron,21,2013,0,0,0,76,111,148,1497,7,0,0,1713,409,69
2006,5,144,STL,HagaMa00,Marques Hagans,WR,Virginia,23,2008,0,0,0,6,9,9,108,0,0,0,77,31,7
2006,6,171,NOR,HassMi00,Mike Hass,WR,Oregon St.,23,2009,0,0,0,2,,,,,,,,,
2006,6,172,TEN,,Jonathan Orr,WR,Wisconsin,,,0,0,0,,,,,,,,,,
2006,6,175,SFO,WalkHu00,Delanie Walker,WR,Central Missouri St.,22,2019,0,3,7,183,521,791,6142,36,12,5,6679,2379,282
2006,6,184,ATL,JennAd00,Adam Jennings,WR,Fresno St.,23,2009,0,0,0,46,6,6,62,1,0,0,43,19,3
2006,6,190,KAN,WebbJe00,Jeff Webb,WR,San Diego St.,24,2008,0,0,0,31,36,36,384,1,1,1,275,106,18
2006,7,209,CIN,KilmEt00,Ethan Kilmer,WR,Penn St.,23,2006,0,0,0,16,,,,,,,,,
2006,7,218,ARI,WatkTo20,Todd Watkins,WR,BYU,23,2009,0,0,0,21,8,19,90,0,0,0,311,22,4
2006,7,231,CIN,,Bennie Brazell,WR,LSU,,,0,0,0,,,,,,,,,,
2006,7,233,MIA,AromDe00,Devin Aromashodu,WR,Auburn,22,2012,0,0,0,61,79,184,1206,5,1,0,2664,319,61
2006,7,249,SEA,ObomBe00,Ben Obomanu,WR,Auburn,22,2013,0,0,0,69,101,160,1391,7,0,0,1751,443,55
2006,7,251,HOU,AndeDa01,David Anderson,WR,Colorado St.,23,2011,0,0,0,67,88,120,965,4,0,0,926,390,55
2006,7,252,NOR,ColsMa00,Marques Colston,WR,Hofstra,23,2015,0,0,7,146,771,1046,10568,76,12,7,10840,3150,551
2006,7,255,OAK,,Kevin McMahan,WR,Maine,,,0,0,0,,,,,,,,,,
2007,1,2,DET,JohnCa00,Calvin Johnson,WR,Georgia Tech,21,2015,3,6,9,135,749,1221,11920,85,13,9,16415,3385,568
2007,1,9,MIA,GinnTe00,Ted Ginn Jr.,WR,Ohio St.,22,2020,0,0,7,193,,,,,,,,,
2007,1,23,KAN,BoweDw00,Dwayne Bowe,WR,LSU,22,2015,0,1,8,125,545,855,7358,45,6,1,9130,2422,377
2007,1,27,NOR,MeacRo00,Robert Meachem,WR,Tennessee,22,2014,0,0,1,103,196,311,3245,28,2,1,4987,698,128
2007,1,30,SDG,DaviCr00,Craig Davis,WR,LSU,21,2010,0,0,0,25,53,72,581,2,0,0,629,220,35
2007,1,32,IND,GonzAn00,Anthony Gonzalez,WR,Ohio St.,22,2011,0,0,1,40,109,115,1483,8,0,0,1048,435,71
2007,2,44,MIN,RiceSi01,Sidney Rice,WR,South Carolina,21,2013,0,1,3,81,261,417,3890,34,2,2,5671,919,192
2007,2,45,CAR,JarrDw00,Dwayne Jarrett,WR,USC,20,2010,0,0,0,32,37,55,455,1,0,0,602,92,24
2007,2,51,NYG,SmitSt02,Steve Smith,WR,USC,22,2012,0,1,1,64,1351,1895,18538,102,17,8,16662,4442,831
2007,3,73,HOU,JoneJa03,Jacoby Jones,WR,Lane,23,2015,1,1,2,128,209,354,2883,16,2,1,4396,897,130
2007,3,74,BAL,FiguYa00,Yamon Figurs,WR,Kansas St.,24,2010,0,0,0,34,5,6,103,1,0,0,98,13,4
2007,3,75,ATL,RobiLa01,Laurent Robinson,WR,Illinois St.,22,2012,0,0,1,59,167,264,2110,15,2,2,2815,632,91
2007,3,76,SFO,HillJa00,Jason Hill,WR,Washington St.,22,2012,0,0,1,54,79,128,1045,9,1,0,1396,346,54
2007,3,78,GNB,JoneJa04,James Jones,WR,San Jose St.,23,2015,0,0,4,136,468,725,6352,55,12,3,8097,2230,295
2007,3,79,JAX,WalkMi01,Mike Sims-Walker,WR,Central Florida,22,2011,0,0,2,44,134,240,1798,14,3,2,2676,454,94
2007,3,80,TEN,WillPa00,Paul Williams,WR,Fresno St.,23,2008,0,0,0,5,1,1,7,0,0,0,6,1,1
2007,3,99,OAK,HiggJo00,Johnnie Lee Higgins,WR,Texas-El Paso,23,2010,0,0,0,60,57,103,780,4,0,0,1141,247,34
2007,4,118,CAR,RobiRy00,Ryne Robinson,WR,Miami (OH),22,2007,0,0,0,16,4,4,35,0,0,0,18,17,2
2007,4,128,TEN,DaviCh02,Chris Davis,WR,Florida St.,23,2008,0,0,0,17,10,10,83,0,1,1,44,39,4
2007,5,142,ARI,BreaSt00,Steve Breaston,WR,Michigan,24,2012,0,0,3,86,279,396,3709,10,0,0,4347,1021,171
2007,5,146,MIN,AlliAu00,Aundrae Allison,WR,East Carolina,21,2008,0,0,0,26,18,18,222,0,1,1,127,95,13
2007,5,157,GNB,ClowDa00,David Clowney,WR,Virginia Tech,22,2010,0,0,0,28,22,41,341,1,1,0,575,91,12
2007,5,169,IND,HallRo02,Roy Hall,WR,Ohio St.,23,2008,0,0,0,7,1,1,9,0,0,0,6,3,1
2007,5,172,SDG,NaanLe00,Legedu Naanee,WR,Boise St.,23,2012,0,0,2,73,111,176,1278,5,2,2,1719,517,65
2007,6,188,TEN,,Joel Filani,WR,Texas Tech,,,0,0,0,,,,,,,,,,
2007,6,197,SEA,TaylCo00,Courtney Taylor,WR,Auburn,23,2008,0,0,0,18,14,14,136,0,0,0,86,50,6
2007,6,210,SEA,KentJo20,Jordan Kent,WR,Oregon,23,2009,0,0,0,14,1,3,5,0,0,0,4,5,1
2007,7,227,PIT,BakeDa01,Dallas Baker,WR,Florida,24,2008,0,0,0,8,1,1,6,0,0,0,4,2,0
2007,7,229,JAX,BrouJo00,John Broussard,WR,San Jose St.,23,2007,0,0,0,8,4,4,126,1,0,0,122,4,3
2007,7,233,MIN,,Chandler Williams,WR,Florida International,,,0,0,0,,,,,,,,,,
2007,7,234,CLE,StepSy20,Syndric Steptoe,WR,Arizona,22,2008,0,0,0,16,19,19,182,0,1,1,111,71,8
2007,7,235,NYJ,StucCh20,Chansi Stuckey,WR,Clemson,23,2011,0,0,0,55,106,168,1062,5,3,2,1151,521,66
2007,7,249,STL,StanDe00,Derek Stanley,WR,Wisconsinâ€“Whitewater,22,2009,0,0,0,15,6,6,119,1,1,1,56,63,2
2007,7,254,OAK,HollJo01,Jonathan Holland,WR,Louisiana Tech,22,2009,0,0,0,17,,,,,,,,,
2008,2,33,STL,AverDo00,Donnie Avery,WR,Houston,24,2014,0,0,4,77,222,397,2962,15,4,3,4541,953,134
2008,2,34,WAS,ThomDe02,Devin Thomas,WR,Michigan St.,21,2011,0,0,1,55,43,67,482,3,0,0,620,204,25
2008,2,36,GNB,NelsJo00,Jordy Nelson,WR,Kansas St.,23,2018,0,1,7,151,667,987,9254,77,2,2,11259,2878,446
2008,2,41,BUF,HardJa00,James Hardy,WR,Indiana,22,2009,0,0,0,16,10,10,96,2,0,0,78,18,5
2008,2,42,DEN,RoyaEd00,Eddie Royal,WR,Virginia Tech,22,2016,0,0,6,116,415,639,4494,29,4,2,5183,2086,224
2008,2,46,CIN,SimpJe00,Jerome Simpson,WR,Coastal Carolina,22,2015,0,0,3,63,155,314,2112,9,5,3,3941,574,104
2008,2,49,PHI,JackDe00,DeSean Jackson,WR,California,21,2022,0,3,11,183,664,1123,11638,60,8,3,16968,3605,445
2008,2,51,WAS,KellMa01,Malcolm Kelly,WR,Oklahoma,21,2009,0,0,1,21,28,44,365,0,0,0,506,181,16
2008,2,53,PIT,SweeLi00,Limas Sweed,WR,Texas,23,2009,0,0,0,20,9,13,89,0,1,0,58,22,5
2008,2,58,TAM,JackDe01,Dexter Jackson,WR,Appalachian St.,22,2008,0,0,0,7,,,,,,,,,
2008,3,70,CHI,BennEa00,Earl Bennett,WR,Vanderbilt,21,2013,0,0,1,78,189,302,2335,13,3,1,2666,903,108
2008,3,81,ARI,DoucEa00,Early Doucet,WR,LSU,22,2012,0,0,0,54,154,266,1632,9,1,0,1942,727,83
2008,3,84,ATL,DougHa00,Harry Douglas,WR,Louisville,23,2017,0,0,2,118,318,510,3828,10,3,1,4974,1573,175
2008,3,95,NYG,MannMa01,Mario Manningham,WR,Michigan,22,2013,0,0,4,67,224,374,3038,22,4,3,4609,965,136
2008,3,97,CIN,CaldAn00,Andre Caldwell,WR,Florida,23,2015,0,0,0,105,163,282,1596,11,1,0,2636,474,90
2008,4,105,KAN,FranWi00,Will Franklin,WR,Missouri,22,2008,0,0,0,13,7,7,83,0,0,0,57,26,3
2008,4,106,BAL,SmitMa01,Marcus Smith,WR,New Mexico,23,2010,0,0,0,21,,,,,,,,,
2008,4,125,OAK,ShieAr00,Arman Shields,WR,Richmond,23,,0,0,0,,,,,,,,,,
2008,4,126,TEN,HawkLa00,Lavelle Hawkins,WR,California,22,2013,0,0,0,56,71,115,771,1,1,0,1043,268,38
2008,4,128,STL,BurtKe00,Keenan Burton,WR,Kentucky,23,2009,0,0,1,22,38,57,425,1,0,0,554,139,22
2008,5,136,DET,MoorKe00,Kenny Moore,WR,Wake Forest,23,2010,0,0,0,14,6,12,59,0,0,0,103,17,1
2008,5,153,NWE,SlatMa00,Matthew Slater,WR,UCLA,22,2023,2,10,0,239,,,,,,,,,
2008,6,171,NYJ,HenrMa00,Marcus Henry,WR,Kansas,22,,0,0,0,,,,,,,,,,
2008,6,174,SFO,MorgJo00,Josh Morgan,WR,Virginia Tech,23,2014,0,0,5,93,210,333,2558,12,2,1,2936,1135,117
2008,6,182,KAN,RobiKe00,Kevin Robinson,WR,Utah St.,23,2008,0,0,0,8,,,,,,,,,
2008,6,191,CLE,HubbPa00,Paul Hubbard,WR,Wisconsin,23,2010,0,0,0,1,1,3,8,0,0,0,18,2,0
2008,6,193,MIN,JohnJa01,Jaymar Johnson,WR,Jackson St.,24,2011,0,0,0,7,1,1,9,0,0,0,9,0,0
2008,6,205,IND,GarcPi00,Pierre Garcon,WR,Mount Union,22,2018,0,0,10,148,664,1094,8369,41,5,4,11566,3194,392
2008,7,215,BAL,HarpJu01,Justin Harper,WR,Virginia Tech,23,2009,0,0,0,2,0,1,0,0,0,0,8,0,0
2008,7,217,GNB,SwaiBr00,Brett Swain,WR,San Diego St.,23,2011,0,0,0,27,8,20,87,0,0,0,183,74,4
2008,7,224,BUF,JohnSt00,Stevie Johnson,WR,Kentucky,21,2015,0,0,5,99,,,,,,,,,
2008,7,226,OAK,SchiCh00,Chaz Schilens,WR,San Diego St.,22,2012,0,0,1,59,100,151,1191,9,1,1,1728,232,59
2008,7,237,NOR,ArriAd00,Adrian Arrington,WR,Michigan,22,2011,0,0,0,5,11,19,131,0,0,0,229,33,6
2008,7,246,CIN,UrruMa00,Mario Urrutia,WR,Louisville,22,,0,0,0,,,,,,,,,,
2008,7,248,CHI,MonkMa00,Marcus Monk,WR,Arkansas,22,,0,0,0,,,,,,,,,,
2009,1,7,OAK,HeywDa00,Darrius Heyward-Bey,WR,Maryland,22,2018,0,0,5,144,206,441,2977,16,2,2,6331,867,130
2009,1,10,SFO,CrabMi00,Michael Crabtree,WR,Texas Tech,21,2019,0,0,10,143,681,1148,8086,60,7,2,11131,2862,411
2009,1,19,PHI,MaclJe00,Jeremy Maclin,WR,Missouri,21,2017,0,0,8,114,530,869,7123,50,5,4,10109,2221,327
2009,1,22,MIN,HarvPe00,Percy Harvin,WR,Florida,21,2016,0,1,4,75,363,538,4091,22,4,2,4030,2264,200
2009,1,29,NYG,NickHa01,Hakeem Nicks,WR,North Carolina,21,2015,0,0,4,92,390,669,5623,36,4,0,8126,1877,258
2009,1,30,TEN,BritKe00,Kenny Britt,WR,Rutgers,20,2017,0,0,5,116,329,609,5137,32,7,5,8424,1239,229
2009,2,36,CLE,RobiBr00,Brian Robiskie,WR,Ohio St.,21,2013,0,0,1,38,43,86,485,4,0,0,943,119,23
2009,2,50,CLE,MassMo00,Mohamed Massaquoi,WR,Georgia,22,2012,0,0,3,54,118,275,1745,7,2,2,3759,486,78
2009,3,82,DET,WillDe05,Derrick Williams,WR,Penn St.,23,2010,0,0,0,18,9,18,82,0,0,0,199,18,3
2009,3,83,NWE,TateBr00,Brandon Tate,WR,North Carolina,21,2018,0,0,1,127,71,135,1099,7,1,1,1752,373,44
2009,3,84,PIT,WallMi00,Mike Wallace,WR,Mississippi,23,2018,0,1,8,144,555,978,8223,58,7,4,13650,2578,365
2009,3,85,NYG,BardRa00,Ramses Barden,WR,Cal Poly-San Luis Obispo,23,2012,0,0,0,29,29,48,394,0,0,0,483,94,19
2009,3,87,MIA,TurnPa00,Patrick Turner,WR,USC,22,2012,0,0,0,24,10,22,122,1,0,0,223,27,6
2009,3,91,SEA,ButlDe00,Deon Butler,WR,Penn St.,23,2012,0,0,1,35,57,119,611,4,0,0,1419,172,32
2009,3,99,CHI,IgleJu00,Juaquin Iglesias,WR,Oklahoma,22,2009,0,0,0,1,,,,,,,,,
2009,4,107,JAX,ThomMi01,Mike Thomas,WR,Arizona,22,2012,0,0,2,61,207,358,2179,8,3,2,3216,858,111
2009,4,108,MIA,HartBr00,Brian Hartline,WR,Ohio St.,22,2015,0,0,5,104,344,599,4766,14,4,2,7184,1262,241
2009,4,124,OAK,MurpLo00,Louis Murphy,WR,Florida,22,2017,0,0,1,95,170,372,2443,11,5,2,4893,690,108
2009,4,127,IND,CollAu00,Austin Collie,WR,BYU,23,2013,0,0,0,49,200,302,2189,18,0,0,2670,818,127
2009,5,140,CHI,KnoxJo00,Johnny Knox,WR,Abilene Christian,22,2011,0,1,2,45,139,261,2318,12,3,2,3519,603,100
2009,5,141,DEN,McKiKe00,Kenny McKinley,WR,South Carolina,22,2009,0,0,0,8,,,,,,,,,
2009,5,144,JAX,DillJa00,Jarett Dillard,WR,Rice,23,2011,0,0,0,21,35,58,398,1,0,0,614,61,21
2009,5,160,STL,FostBr00,Brooks Foster,WR,North Carolina,23,,0,0,0,,,,,,,,,,
2009,6,175,KAN,LawrQu00,Quinten Lawrence,WR,McNeese St.,24,2009,0,0,0,6,1,2,9,0,0,0,24,3,0
2009,6,194,PHI,GibsBr00,Brandon Gibson,WR,Washington St.,22,2014,0,0,3,76,233,407,2711,13,4,1,4283,753,161
2009,6,206,TEN,EdisDo00,Dominique Edison,WR,S.F. Austin,23,2009,0,0,0,5,,,,,,,,,
2009,7,224,SDG,,Demetrius Byrd,WR,LSU,,,0,0,0,,,,,,,,,,
2009,7,229,DAL,JohnMa04,Manuel Johnson,WR,Oklahoma,22,2010,0,0,0,2,1,5,6,0,0,0,52,0,0
2009,7,232,NWE,EdelJu00,Julian Edelman,WR,Kent St.,23,2020,0,0,7,137,738,1120,8262,41,8,3,9103,3516,423
2009,7,233,TAM,StroSa00,Sammie Stroughter,WR,Oregon St.,23,2012,0,0,0,33,60,105,639,1,0,0,865,259,35
2009,7,243,WAS,MitcMa00,Marko Mitchell,WR,Nevada,24,2009,0,0,0,10,4,7,32,0,0,0,91,11,2
2009,7,251,CHI,,Derek Kinder,WR,Pittsburgh,,,0,0,0,,,,,,,,,,
2009,7,252,CIN,,Freddie Brown,WR,Utah,,,0,0,0,,,,,,,,,,
2009,7,253,JAX,UndeTi00,Tiquan Underwood,WR,Rutgers,22,2013,0,0,1,45,63,129,1006,6,0,0,1767,229,47
2010,1,22,DEN,ThomDe03,Demaryius Thomas,WR,Georgia Tech,22,2019,0,5,8,143,777,1279,10522,69,11,9,13613,4010,490
2010,1,24,DAL,BryaDe01,Dez Bryant,WR,Oklahoma St.,21,2020,1,3,7,119,550,940,7713,77,9,5,11358,2548,367
2010,2,36,KAN,McClDe00,Dexter McCluster,WR,Mississippi,21,2016,0,1,1,89,247,362,2062,7,4,4,1514,1351,101
2010,2,39,TAM,BennAr00,Arrelious Benn,WR,Illinois,21,2017,0,0,2,61,65,107,990,6,1,0,1224,411,36
2010,2,60,SEA,TateGo00,Golden Tate,WR,Notre Dame,22,2020,0,1,7,160,730,1097,8660,49,10,4,9354,4374,397
2010,3,77,TEN,WillDa04,Damian Williams,WR,USC,22,2014,0,0,1,57,107,191,1327,5,0,0,2170,376,66
2010,3,78,CAR,LaFeBr00,Brandon LaFell,WR,LSU,23,2018,0,0,5,125,426,731,5557,33,4,1,7784,2211,265
2010,3,82,PIT,SandEm00,Emmanuel Sanders,WR,SMU,23,2021,0,2,9,172,756,1219,9867,52,8,3,14524,2784,476
2010,3,84,CIN,ShipJo00,Jordan Shipley,WR,Texas,24,2012,0,0,0,24,79,118,858,4,1,0,973,248,40
2010,3,87,DEN,DeckEr00,Eric Decker,WR,Minnesota,23,2017,0,0,5,111,461,755,6117,54,5,4,8782,1608,314
2010,3,88,ARI,RobeAn00,Andre Roberts,WR,The Citadel,22,2022,1,3,2,182,262,492,3079,15,4,1,4965,1056,152
2010,3,89,CAR,EdwaAr00,Armanti Edwards,WR,Appalachian St.,22,2013,0,0,0,41,6,16,131,0,0,0,197,78,3
2010,3,90,NWE,PricTa00,Taylor Price,WR,Ohio,22,2011,0,0,0,6,5,8,80,0,0,0,102,31,5
2010,4,99,STL,GilyMa00,Mardy Gilyard,WR,Cincinnati,23,2012,0,0,0,19,8,22,78,0,0,0,185,31,4
2010,4,101,TAM,WillMi04,Mike Williams,WR,Syracuse,23,2014,0,0,3,63,679,1184,9667,65,8,7,14541,2649,457
2010,4,107,BUF,EaslMa00,Marcus Easley,WR,Connecticut,22,2015,0,0,0,42,3,8,71,1,0,0,114,17,1
2010,4,108,OAK,FordJa01,Jacoby Ford,WR,Clemson,23,2013,0,0,1,38,57,111,848,3,3,2,1304,302,38
2010,5,156,BAL,ReedDa00,David Reed,WR,Utah,23,2013,0,0,0,36,6,12,68,0,0,0,147,25,2
2010,5,159,PHI,CoopRi00,Riley Cooper,WR,Florida,22,2015,0,0,3,88,177,333,2504,19,1,1,4409,624,110
2010,5,165,ATL,MeieKe00,Kerry Meier,WR,Kansas,23,2011,0,0,0,12,0,1,0,0,0,0,10,0,0
2010,6,177,CLE,MitcCa00,Carlton Mitchell,WR,South Florida,22,2011,0,0,0,16,3,5,31,0,0,0,48,3,2
2010,6,191,CIN,BrisDe00,Dezmon Briscoe,WR,Kansas,21,2012,0,0,0,25,43,63,502,7,0,0,571,142,25
2010,6,195,PIT,BrowAn04,Antonio Brown,WR,Central Michigan,22,2021,4,7,7,146,987,1499,13209,89,7,3,16498,4834,642
2010,6,197,HOU,HollTr00,Trindon Holliday,WR,LSU,24,2014,0,0,0,33,2,2,17,0,0,0,1,16,1
2010,6,198,CAR,GettDa00,David Gettis,WR,Baylor,23,2012,0,0,1,17,37,67,508,3,0,0,799,155,24
2010,6,199,MIN,WebbJo00,Joe Webb,WR,Ala-Birmingham,23,2020,0,0,0,104,10,25,74,0,0,0,245,9,3
2010,6,206,SFO,WillKy01,Kyle Williams,WR,Arizona St.,22,2013,0,0,0,39,50,92,595,4,1,0,925,251,30
2010,7,219,WAS,AustTe00,Terrence Austin,WR,UCLA,22,2011,0,0,0,18,15,31,184,0,1,1,317,54,9
2010,7,222,TEN,MariMa00,Marc Mariani,WR,Montana,23,2016,0,1,0,70,27,47,324,0,0,0,393,145,19
2010,7,227,HOU,DickDo00,Dorin Dickerson,WR,Pittsburgh,22,2013,0,0,0,23,11,21,151,0,1,1,199,91,6
2010,7,255,DET,ToonTi00,Tim Toone,WR,Weber St.,25,,0,0,0,,,,,,,,,,
2011,1,4,CIN,GreeA.00,A.J. Green,WR,Georgia,23,2022,0,7,10,158,745,1311,10746,71,10,7,17082,2780,502
2011,1,6,ATL,JoneJu02,Julio Jones,WR,Alabama,22,2023,2,7,9,166,991,1534,14695,73,12,6,18945,4746,695
2011,1,26,KAN,BaldJo00,Jonathan Baldwin,WR,Pittsburgh,22,2013,0,0,1,33,,,,,,,,,
2011,2,44,DET,YounTi00,Titus Young,WR,Boise St.,22,2012,0,0,2,26,87,153,1032,10,1,0,1882,215,57
2011,2,58,BAL,SmitTo02,Torrey Smith,WR,Maryland,22,2018,0,0,7,119,352,711,5712,46,2,0,11436,1551,242
2011,2,59,CLE,LittGr00,Greg Little,WR,North Carolina,22,2014,0,0,3,54,161,325,1890,8,0,0,3336,655,95
2011,2,64,GNB,CobbRa00,Randall Cobb,WR,Kentucky,21,2023,0,1,5,166,677,980,8220,59,7,3,7962,3907,405
2011,3,78,STL,PettAu00,Austin Pettis,WR,Boise St.,23,2014,0,0,0,55,107,177,1034,9,0,0,1576,342,62
2011,3,79,WAS,HankLe00,Leonard Hankerson,WR,Miami (FL),22,2015,0,0,1,41,109,179,1435,9,0,0,1990,438,75
2011,3,82,SDG,BrowVi00,Vincent Brown,WR,San Diego St.,22,2015,0,0,1,38,73,133,941,3,0,0,1663,210,52
2011,3,83,NYG,JernJe00,Jerrel Jernigan,WR,Troy,22,2014,0,0,0,34,38,61,391,2,0,0,596,143,20
2011,4,107,SEA,DurhKr00,Kris Durham,WR,Georgia,23,2014,0,0,1,27,55,121,699,3,1,1,1454,166,36
2011,4,111,MIA,GateCl00,Clyde Gates,WR,Abilene Christian,25,2013,0,0,0,32,30,71,365,0,0,0,892,47,18
2011,4,112,STL,SalaGr00,Greg Salas,WR,Hawaii,23,2016,0,0,0,29,50,85,704,1,2,0,840,457,28
2011,4,114,JAX,ShorCe00,Cecil Shorts,WR,Mount Union,23,2016,0,0,4,70,230,457,2984,14,3,3,4730,1155,140
2011,4,123,BAL,DossTa00,Tandon Doss,WR,Indiana,21,2013,0,0,0,35,26,59,428,1,0,0,641,138,19
2011,5,132,CAR,PilaKe00,Kealoha Pilares,WR,Hawaii,23,2012,0,0,0,20,2,4,42,1,0,0,-8,49,1
2011,5,148,OAK,MoorDe02,Denarius Moore,WR,Tennessee,22,2015,0,0,3,57,142,303,2169,17,1,0,3871,698,101
2011,5,153,NYJ,KerlJe00,Jeremy Kerley,WR,TCU,22,2018,0,0,4,99,270,462,3116,13,4,2,4046,1094,154
2011,5,155,WAS,PaulNi00,Niles Paul,WR,Nebraska,22,2018,0,0,1,88,78,114,954,2,1,1,871,426,40
2011,6,167,CIN,WhalRy00,Ryan Whalen,WR,Stanford,22,2013,0,0,0,17,13,19,104,0,0,0,143,26,6
2011,6,176,DAL,HarrDw00,Dwayne Harris,WR,East Carolina,23,2020,0,1,0,109,78,123,879,8,1,0,993,380,37
2011,6,178,WAS,RobiAl00,Aldrick Robinson,WR,SMU,22,2018,0,0,0,82,86,187,1422,14,0,0,2924,319,61
2011,6,182,SFO,JohnRo05,Ronald Johnson,WR,USC,23,,0,0,0,,,,,,,,,,
2011,7,227,NYJ,McKnSc00,Scotty McKnight,WR,Colorado,23,,0,0,0,,,,,,,,,,
2011,7,236,MIN,BurtSt00,Stephen Burton,WR,Long Beach CC,21,2013,0,0,0,19,15,27,149,1,0,0,181,62,7
2011,7,241,OAK,AusbDa00,David Ausberry,WR,USC,23,2014,0,0,0,34,11,18,120,0,0,0,106,45,7
2011,7,249,ARI,SampDe00,DeMarco Sampson,WR,San Diego St.,25,2011,0,0,0,12,3,8,36,0,0,0,75,7,3
2012,1,5,JAX,BlacJu00,Justin Blackmon,WR,Oklahoma St.,22,2013,0,0,1,20,93,180,1280,6,1,0,1822,503,58
2012,1,13,ARI,FloyMi00,Michael Floyd,WR,Notre Dame,22,2018,0,0,3,102,274,524,4019,27,5,2,7536,910,195
2012,1,20,TEN,WrigKe01,Kendall Wright,WR,Baylor,22,2017,0,0,3,82,339,531,3858,19,4,2,4453,1676,195
2012,1,30,SFO,JenkA.00,A.J. Jenkins,WR,Illinois,22,2014,0,0,0,28,18,34,250,0,0,0,334,113,10
2012,2,33,STL,QuicBr00,Brian Quick,WR,Appalachian St.,23,2018,0,0,0,84,114,220,1593,10,0,0,2819,444,74
2012,2,43,NYJ,HillSt00,Stephen Hill,WR,Georgia Tech,21,2013,0,0,2,23,45,106,594,4,1,1,1497,123,32
2012,2,45,CHI,JeffAl00,Alshon Jeffery,WR,South Carolina,22,2020,0,1,8,109,498,864,7150,49,5,1,11013,2013,375
2012,2,54,DET,BroyRy00,Ryan Broyles,WR,Oklahoma,24,2014,0,0,0,21,32,51,420,2,0,0,458,199,22
2012,2,63,NYG,RandRu00,Rueben Randle,WR,LSU,21,2015,0,0,2,64,188,328,2648,20,1,0,4035,708,124
2012,3,68,HOU,PoseDe00,DeVier Posey,WR,Ohio St.,22,2014,0,0,0,26,25,45,319,1,0,0,474,112,11
2012,3,69,BUF,GrahT.00,T.J. Graham,WR,North Carolina St.,23,2015,0,0,1,47,,,,,,,,,
2012,3,83,CIN,SanuMo00,Mohamed Sanu,WR,Rutgers,23,2021,0,0,5,136,461,704,5189,29,5,3,5994,2202,285
2012,3,92,IND,HiltT.00,T.Y. Hilton,WR,Florida International,22,2022,0,4,8,146,688,1181,10631,56,6,2,14657,3352,468
2012,4,96,STL,GiveCh00,Chris Givens,WR,Wake Forest,22,2015,0,0,2,60,107,237,1779,5,1,1,3258,630,70
