season_x,round,pick,team,pfr_player_id,pfr_player_name,position,college,age,to,allpro,probowls,seasons_started,games,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs
2012,4,100,CLE,BenjTr00,Travis Benjamin,WR,Miami (FL),22,2021,0,0,2,111,212,413,3171,19,5,4,6076,1059,129
2012,4,104,CAR,AdamJo01,Joe Adams,WR,Arkansas,22,2012,0,0,0,9,1,1,7,0,0,0,2,5,0
2012,4,107,KAN,WyliDe00,Devon Wylie,WR,Fresno St.,24,2013,0,0,0,8,6,12,53,0,0,0,76,11,2
2012,4,118,MIN,WrigJa02,Jarius Wright,WR,Arkansas,22,2019,0,0,1,111,233,366,2911,11,4,2,3543,1181,148
2012,4,121,HOU,MartKe01,Keshawn Martin,WR,Michigan St.,22,2016,0,0,1,58,64,122,742,5,0,0,1047,278,37
2012,4,122,NOR,ToonNi00,Nick Toon,WR,Wisconsin,23,2015,0,0,0,17,21,35,283,1,1,1,529,51,15
2012,4,134,MIN,ChilGr00,Greg Childs,WR,Arkansas,22,,0,0,0,,,,,,,,,,
2012,5,152,DAL,CoalDa00,Danny Coale,WR,Virginia Tech,24,,0,0,0,,,,,,,,,,
2012,5,166,CIN,JoneMa02,Marvin Jones,WR,California,22,2023,0,0,8,151,570,944,7748,59,1,1,12376,1664,376
2012,5,168,OAK,CrinJu00,Juron Criner,WR,Arizona,22,2013,0,0,0,13,19,41,183,1,1,0,309,89,12
2012,6,183,MIA,CunnB.00,B.J. Cunningham,WR,Michigan St.,23,2013,0,0,0,2,,,,,,,,,
2012,6,194,PHI,McNuMa00,Marvin McNutt,WR,Iowa,23,2013,0,0,0,5,0,3,0,0,0,0,84,0,0
2012,6,198,BAL,StreTo00,Tommy Streeter,WR,Miami (FL),22,2014,0,0,0,2,0,1,0,0,0,0,44,0,0
2012,6,206,IND,BrazLa00,LaVon Brazill,WR,Ohio,23,2013,0,0,0,25,30,66,491,5,1,0,999,154,19
2012,7,227,MIA,MattRi00,Rishard Matthews,WR,Nevada,22,2018,0,0,4,87,234,384,3202,21,2,1,4410,953,156
2012,7,231,PIT,ClemTo00,Toney Clemons,WR,Colorado,23,2012,0,0,0,4,3,11,41,0,0,0,163,2,2
2012,7,235,NWE,EberJe00,Jeremy Ebert,WR,Northwestern,23,2013,0,0,0,5,3,8,18,0,0,0,46,6,0
2012,7,238,KAN,HemiJu00,Junior Hemingway,WR,Michigan,23,2014,0,0,0,31,27,43,263,2,1,0,340,100,16
2012,7,244,NYJ,WhitJo02,Jordan White,WR,Western Michigan,24,2012,0,0,0,3,1,3,13,0,0,0,52,3,1
2013,1,8,STL,AustTa00,Tavon Austin,WR,West Virginia,23,2021,0,0,4,113,246,409,2244,16,3,3,2969,1326,103
2013,1,27,HOU,HopkDe00,DeAndre Hopkins,WR,Clemson,21,2024,3,5,10,163,973,1576,12891,80,14,9,18864,3332,670
2013,1,29,MIN,PattCo00,Cordarrelle Patterson,WR,Tennessee,22,2024,4,4,4,171,305,452,2842,16,0,0,2535,1888,133
2013,2,34,TEN,HuntJu00,Justin Hunter,WR,Tennessee,22,2018,0,0,1,60,85,187,1349,13,0,0,2918,348,62
2013,2,41,BUF,WoodRo02,Robert Woods,WR,USC,21,2024,0,0,10,157,705,1132,8475,39,5,3,10702,3001,436
2013,2,59,NWE,DobsAa00,Aaron Dobson,WR,Marshall,22,2015,0,0,1,24,55,101,731,4,1,0,1332,241,37
2013,3,74,DAL,WillTe01,Terrance Williams,WR,Baylor,23,2018,0,0,4,83,240,388,3575,23,2,2,4925,1105,170
2013,3,76,SDG,AlleKe00,Keenan Allen,WR,California,21,2024,0,6,10,140,928,1356,10895,62,11,7,12011,3774,572
2013,3,78,BUF,GoodMa00,Marquise Goodwin,WR,Texas,22,2023,0,0,3,114,191,377,3090,18,4,1,5605,726,143
2013,3,79,PIT,WheaMa00,Markus Wheaton,WR,Oregon St.,22,2018,0,0,2,59,122,223,1678,8,1,1,2976,407,80
2013,3,92,STL,BailSt01,Stedman Bailey,WR,West Virginia,22,2015,0,0,0,38,59,96,843,2,0,0,1068,299,35
2013,4,101,JAX,SandAc00,Ace Sanders,WR,South Carolina,21,2014,0,0,0,27,57,93,539,1,0,0,528,321,23
2013,4,102,NWE,BoycJo00,Josh Boyce,WR,TCU,22,2014,0,0,0,10,9,19,121,0,0,0,156,78,6
2013,4,123,SEA,HarpCh00,Chris Harper,WR,Kansas St.,23,2013,0,0,0,4,14,24,139,0,0,0,197,65,6
2013,4,128,SFO,PattQu00,Quinton Patton,WR,Louisiana Tech,23,2016,0,0,1,40,75,135,905,1,1,0,1222,422,40
2013,5,135,JAX,RobiDe00,Denard Robinson,WR,Michigan,22,2016,0,0,1,55,47,67,310,0,0,0,-79,387,15
2013,5,144,NOR,StilKe00,Kenny Stills,WR,Oklahoma,21,2021,0,0,5,130,331,564,5154,39,5,2,8221,1196,232
2013,5,161,DEN,KingTa00,Tavarres King,WR,Georgia,23,2017,0,0,0,17,25,50,376,4,0,0,729,117,16
2013,6,171,DET,FullCo00,Corey Fuller,WR,Virginia Tech,23,2015,0,0,0,28,20,43,314,1,1,1,684,64,15
2013,6,174,ARI,SwopRy00,Ryan Swope,WR,Texas A&M,22,,0,0,0,,,,,,,,,,
2013,6,186,PIT,BrowJu00,Justin Brown,WR,Oklahoma,22,2014,0,0,0,8,12,21,94,0,1,1,181,22,4
2013,6,195,HOU,BonnAl00,Alan Bonner,WR,Jacksonville St.,22,,0,0,0,,,,,,,,,,
2013,6,197,CIN,HamiCo00,Cobi Hamilton,WR,Arkansas,22,2017,0,0,1,14,22,43,293,3,0,0,554,34,17
2013,7,209,OAK,ButlBr00,Brice Butler,WR,San Diego St.,23,2018,0,0,0,69,79,147,1237,9,0,0,2024,265,53
2013,7,216,GNB,JohnCh08,Charles Johnson,WR,Grand Valley St.,24,2016,0,0,0,39,115,217,1273,9,1,0,0,8,66
2013,7,224,GNB,DorsKe01,Kevin Dorsey,WR,Maryland,23,2014,0,0,0,3,1,2,4,0,0,0,9,9,0
2013,7,236,CHI,WilsMa02,Marquess Wilson,WR,Washington St.,20,2016,0,0,0,31,56,102,777,3,0,0,1281,296,36
2013,7,238,BAL,MellAa00,Aaron Mellette,WR,Elon,23,,0,0,0,,,,,,,,,,
2014,1,4,BUF,WatkSa00,Sammy Watkins,WR,Clemson,21,2022,0,0,6,111,391,664,5896,35,7,6,8351,1847,271
2014,1,7,TAM,EvanMi00,Mike Evans,WR,Texas A&M,21,2024,0,5,10,155,817,1415,12509,101,3,2,20056,2496,623
2014,1,12,NYG,BeckOd00,Odell Beckham Jr.,WR,LSU,21,2023,0,3,6,110,,,,,,,,,
2014,1,20,NOR,CookBr00,Brandin Cooks,WR,Oregon St.,20,2024,0,0,10,149,728,1118,9858,58,4,0,13886,2820,441
2014,1,28,CAR,BenjKe00,Kelvin Benjamin,WR,Florida St.,23,2018,0,0,4,61,220,426,3117,22,2,2,5596,636,152
2014,2,39,JAX,LeexMa00,Marqise Lee,WR,USC,22,2019,0,0,2,59,181,320,2253,8,1,0,3351,925,122
2014,2,42,PHI,MattJo00,Jordan Matthews,WR,Vanderbilt,22,2024,0,0,3,78,275,427,3325,23,4,2,3873,1265,154
2014,2,45,SEA,RichPa01,Paul Richardson,WR,Colorado,22,2019,0,0,3,64,151,249,1961,13,0,0,3241,422,97
2014,2,53,GNB,AdamDa01,Davante Adams,WR,Fresno St.,21,2024,3,6,10,151,962,1495,11912,104,6,3,15571,4374,588
2014,2,56,DEN,LatiCo00,Cody Latimer,WR,Indiana,21,2019,0,0,1,66,73,122,966,6,0,0,1510,235,53
2014,2,61,JAX,RobiAl02,Allen Robinson,WR,Penn St.,21,2023,0,1,8,127,580,973,7238,44,2,1,11275,1824,368
2014,2,63,MIA,LandJa00,Jarvis Landry,WR,LSU,21,2022,0,5,8,132,736,1116,8084,40,8,5,8675,3590,419
2014,3,86,PHI,HuffJo00,Josh Huff,WR,Oregon,22,2016,0,0,0,37,51,81,523,4,1,1,469,372,26
2014,3,90,IND,MoncDo00,Donte Moncrief,WR,Mississippi,21,2020,0,0,3,83,210,375,2662,22,1,1,4480,894,133
2014,3,91,ARI,BrowJo02,John Brown,WR,Pittsburg St.,24,2022,0,0,5,103,348,654,5079,32,1,1,9660,1270,240
2014,3,97,PIT,ArchDr00,Dri Archer,WR,Kent St.,23,2015,0,0,0,20,10,14,38,0,0,0,5,36,0
2014,4,104,NYJ,SaunJa00,Jalen Saunders,WR,Oklahoma,21,2014,0,0,0,21,1,1,7,0,0,0,4,3,0
2014,4,106,SFO,ElliBr00,Bruce Ellington,WR,South Carolina,23,2018,0,0,0,44,79,130,769,5,2,0,1034,387,37
2014,4,115,NYJ,EvanSh00,Shaquelle Evans,WR,UCLA,23,,0,0,0,,,,,,,,,,
2014,4,118,PIT,BryaMa00,Martavis Bryant,WR,Clemson,22,2018,0,0,1,44,166,286,2505,20,2,2,4022,962,92
2014,4,123,SEA,NorwKe00,Kevin Norwood,WR,Alabama,24,2015,0,0,0,10,9,12,102,0,0,0,142,40,5
2014,5,142,WAS,GranRy01,Ryan Grant,WR,Tulane,23,2019,0,0,1,80,225,319,2149,9,4,4,1842,1368,109
2014,5,146,DAL,StreDe00,Devin Street,WR,Pittsburgh,23,2016,0,0,0,36,10,26,152,1,1,1,388,20,8
2014,5,176,GNB,AbbrJa00,Jared Abbrederis,WR,Wisconsin,23,2017,0,0,0,22,19,41,232,0,1,0,476,72,11
2014,6,185,TAM,HerrRo00,Robert Herron,WR,Wyoming,22,2014,0,0,0,8,6,12,58,1,0,0,69,26,3
2014,6,189,DET,JoneT.00,T.J. Jones,WR,Notre Dame,22,2019,0,0,0,45,67,113,852,5,0,0,1197,207,41
2014,6,190,MIA,HazeMa01,Matt Hazel,WR,Coastal Carolina,22,2017,0,0,0,9,1,2,1,0,0,0,4,2,0
2014,6,196,ARI,PoweWa00,Walt Powell,WR,Murray St.,22,2016,0,0,0,15,14,25,142,0,0,0,297,45,7
2014,6,209,NYJ,EnunQu00,Quincy Enunwa,WR,Nebraska,22,2019,0,0,2,41,119,222,1617,5,3,2,1915,781,69
2014,7,218,BAL,CampMi02,Michael Campanaro,WR,Wake Forest,23,2017,0,0,0,24,35,47,349,2,0,0,273,164,19
2014,7,236,GNB,JaniJe00,Jeff Janis,WR,Saginaw Valley St.,23,2017,0,0,0,51,24,50,345,3,0,0,838,70,14
2014,7,239,CIN,WrigJa03,James Wright,WR,LSU,22,2016,0,0,0,24,18,35,197,0,0,0,457,71,12
2014,7,240,SDG,ReesTe00,Tevin Reese,WR,Baylor,23,,0,0,0,,,,,,,,,,
2014,7,244,NWE,GallJe00,Jeremy Gallon,WR,Michigan,24,,0,0,0,,,,,,,,,,
2015,1,4,OAK,CoopAm00,Amari Cooper,WR,Alabama,21,2024,0,5,9,141,704,1150,9915,64,10,4,12925,3080,455
2015,1,7,CHI,WhitKe00,Kevin White,WR,West Virginia,23,2022,0,0,0,30,28,58,397,0,0,0,880,139,14
2015,1,14,MIA,ParkDe01,DeVante Parker,WR,Louisville,22,2023,0,0,6,119,406,692,5715,27,2,0,8665,1418,277
2015,1,20,PHI,AghoNe00,Nelson Agholor,WR,USC,22,2024,0,0,7,136,401,659,4976,36,8,4,7607,1778,213
2015,1,26,BAL,PerrBr02,Breshad Perriman,WR,Central Florida,21,2022,0,0,1,80,146,295,2348,16,1,1,4382,687,94
2015,1,29,IND,DorsPh00,Phillip Dorsett,WR,Miami (FL),22,2023,0,0,0,94,159,284,2127,14,1,0,3836,557,93
2015,2,37,NYJ,SmitDe04,Devin Smith,WR,Ohio St.,23,2021,0,0,0,22,15,41,248,2,0,0,821,56,10
2015,2,40,TEN,GreeDo00,Dorial Green-Beckham,WR,Oklahoma,22,2016,0,0,0,31,68,141,941,6,0,0,1641,289,55
2015,3,69,SEA,LockTy00,Tyler Lockett,WR,Kansas St.,22,2024,1,1,9,145,654,926,8642,61,4,1,11074,2381,393
2015,3,70,HOU,StroJa01,Jaelen Strong,WR,Arizona St.,21,2017,0,0,0,20,32,54,347,4,0,0,484,111,16
2015,3,76,KAN,ConlCh00,Chris Conley,WR,Georgia,22,2024,0,0,3,118,231,390,3022,16,5,4,4246,1025,152
2015,3,87,PIT,CoatSa00,Sammie Coates,WR,Auburn,22,2018,0,0,0,44,33,72,623,2,0,0,1327,185,23
2015,3,94,GNB,MontTy01,Ty Montgomery,WR,Stanford,22,2023,0,0,1,92,158,226,1249,4,1,0,434,1157,58
2015,4,105,WAS,CrowJa00,Jamison Crowder,WR,Duke,22,2024,0,0,4,118,435,649,4846,29,6,2,4794,2262,227
2015,4,107,ATL,HardJu00,Justin Hardy,WR,East Carolina,23,2019,0,0,0,73,98,148,967,9,1,0,1213,343,61
2015,4,123,CLE,MaylVi00,Vince Mayle,WR,Washington St.,24,2017,0,0,0,23,0,2,0,0,0,0,30,0,0
2015,4,132,SFO,SmelDe00,DeAndre Smelter,WR,Georgia Tech,23,2016,0,0,0,2,1,1,23,0,0,0,13,10,1
2015,5,139,JAX,GreeRa00,Rashad Greene,WR,Florida St.,22,2018,0,0,0,25,30,51,185,2,2,1,338,86,12
2015,5,146,MIN,DiggSt00,Stefon Diggs,WR,Maryland,21,2024,1,4,9,137,899,1315,11068,73,11,4,14048,3615,536
2015,5,156,MIA,LippTo00,Tony Lippett,WR,Michigan St.,23,2018,0,0,1,28,,,,,,,,,
2015,5,159,ARI,NelsJJ00,JJ Nelson,WR,Ala-Birmingham,23,2019,0,0,0,58,,,,,,,,,
2015,5,162,TAM,BellKe02,Kenny Bell,WR,Nebraska,23,,0,0,0,,,,,,,,,,
2015,5,175,HOU,MumpKe00,Keith Mumphery,WR,Michigan St.,23,2016,0,0,0,27,25,48,205,0,0,0,436,42,7
2015,6,184,TAM,ClayKa00,Kaelin Clay,WR,Utah,23,2018,0,0,0,22,9,24,117,0,0,0,362,35,7
2015,6,186,NYG,DaviGe00,Geremy Davis,WR,Connecticut,23,2019,0,0,0,36,5,9,59,0,0,0,77,10,2
2015,6,187,WAS,SpenEv00,Evan Spencer,WR,Ohio St.,22,2015,0,0,0,1,,,,,,,,,
2015,6,201,STL,SassBu00,Bud Sasser,WR,Missouri,,,0,0,0,,,,,,,,,,
2015,6,204,BAL,WallDa01,Darren Waller,WR,Georgia Tech,22,2023,0,1,4,86,357,513,4200,20,3,3,4396,1807,213
2015,7,220,JAX,SterNe00,Neal Sterling,WR,Monmouth,23,2018,0,0,0,35,24,35,239,0,0,0,252,119,13
2015,7,221,OAK,DeboAn00,Andre Debose,WR,Florida,,,0,0,0,,,,,,,,,,
2015,7,233,KAN,BrowDa03,Da'Ron Brown,WR,Northern Illinois,23,,0,0,0,,,,,,,,,,
2015,7,234,BUF,LewiDe02,Dezmin Lewis,WR,Central Arkansas,22,2016,0,0,0,2,0,1,0,0,0,0,11,0,0
2015,7,238,CIN,AlfoMa00,Mario Alford,WR,West Virginia,23,2016,0,0,0,4,1,1,15,0,0,0,10,5,1
2015,7,245,TEN,McBrTr00,Tre McBride,WR,William & Mary,22,2017,0,0,0,17,10,19,152,1,0,0,250,51,7
2016,1,15,CLE,ColeCo00,Corey Coleman,WR,Baylor,22,2018,0,0,2,27,61,139,789,5,0,0,1899,163,39
2016,1,21,HOU,FullWi01,Will Fuller,WR,Notre Dame,22,2021,0,0,5,55,225,360,3278,24,1,0,5154,1071,149
2016,1,22,WAS,DoctJo00,Josh Doctson,WR,TCU,23,2019,0,0,2,34,81,162,1100,8,0,0,2317,278,57
2016,1,23,MIN,TreaLa00,Laquon Treadwell,WR,Mississippi,21,2023,0,0,2,81,111,179,1242,5,1,0,1738,381,67
2016,2,40,NYG,ShepSt00,Sterling Shepard,WR,Oklahoma,23,2023,0,0,5,90,376,577,4158,23,1,0,5278,1445,222
2016,2,47,NOR,ThomMi05,Michael Thomas,WR,Ohio St.,23,2023,2,3,4,83,608,807,7135,40,5,4,7042,2376,384
2016,2,55,CIN,BoydTy00,Tyler Boyd,WR,Pittsburgh,21,2024,0,0,4,121,542,794,6276,32,5,3,6642,2415,318
2016,3,85,HOU,MillBr03,Braxton Miller,WR,Ohio St.,23,2017,0,0,1,21,34,57,261,2,0,0,441,113,13
2016,3,86,MIA,CarrLe00,Leonte Carroo,WR,Rutgers,22,2018,0,0,0,37,12,24,192,2,0,0,322,60,8
2016,4,107,BAL,MoorCh00,Chris Moore,WR,Cincinnati,23,2024,0,0,0,107,138,217,1710,8,1,0,2414,598,67
2016,4,112,NWE,MitcMa01,Malcolm Mitchell,WR,Georgia,24,2016,0,0,0,14,39,59,476,4,0,0,601,184,27
2016,4,114,CLE,LouiRi00,Ricardo Louis,WR,Auburn,22,2017,0,0,1,32,45,96,562,0,1,0,1126,164,25
2016,4,117,LAR,CoopPh00,Pharoh Cooper,WR,South Carolina,21,2022,1,1,0,75,61,94,545,1,0,0,702,250,21
2016,4,126,KAN,RobiDe01,Demarcus Robinson,WR,Florida,21,2024,0,0,2,131,245,390,2945,22,5,3,4275,842,146
2016,5,140,TEN,SharTa00,Tajae Sharpe,WR,Massachusetts,21,2021,0,0,3,66,118,211,1403,8,0,0,2631,302,84
2016,5,154,CLE,PaytJo00,Jordan Payton,WR,UCLA,23,2016,0,0,0,4,1,3,3,0,0,0,37,0,0
2016,5,163,GNB,DaviTr03,Trevor Davis,WR,California,23,2019,0,0,0,43,16,25,205,1,1,1,232,107,8
2016,5,165,KAN,HillTy00,Tyreek Hill,WR,West Alabama,22,2024,5,8,7,125,826,1214,11545,83,5,2,14066,4244,521
2016,5,172,CLE,HiggRa00,Rashard Higgins,WR,Colorado St.,21,2022,0,0,0,85,144,239,2006,12,6,2,2753,475,95
2016,6,180,MIN,BoehMo00,Moritz Boehringer,WR,,22,,0,0,0,,,,,,,,,,
2016,6,186,MIA,GranJa00,Jakeem Grant,WR,Texas Tech,23,2021,0,1,0,81,100,161,1140,7,1,1,1544,646,60
2016,6,192,BUF,ListKo00,Kolby Listenbee,WR,TCU,22,,0,0,0,,,,,,,,,,
2016,6,199,CIN,CoreCo00,Cody Core,WR,Mississippi,22,2019,0,0,0,51,33,64,388,1,0,0,726,157,16
2016,6,206,LAR,ThomMi04,Mike Thomas,WR,Southern Miss,22,2022,0,0,0,76,207,358,2179,8,3,2,3216,858,111
2016,6,213,SFO,BurbAa00,Aaron Burbridge,WR,Michigan St.,22,2016,0,0,0,16,7,16,88,0,0,0,139,43,5
2016,7,225,NWE,LuciDe00,Devin Lucien,WR,Arizona St.,23,,0,0,0,,,,,,,,,,
2016,7,229,PIT,AyerDe00,Demarcus Ayers,WR,Houston,22,2016,0,0,0,2,,,,,,,,,
2016,7,230,CHI,BravDa00,Daniel Braverman,WR,Western Michigan,22,2016,0,0,0,3,0,2,0,0,0,0,22,0,0
2016,7,238,ATL,FullDe00,Devin Fuller,WR,UCLA,22,,0,0,0,,,,,,,,,,
2016,7,241,NYJ,PeakCh00,Charone Peake,WR,Clemson,23,2018,0,0,0,31,22,39,214,0,0,0,351,76,10
2016,7,243,SEA,LawlKe00,Kenny Lawler,WR,California,22,,0,0,0,,,,,,,,,,
2022,1,8,ATL,LondDr00,Drake London,WR,USC,21,2024,0,0,2,34,155,246,1907,8,3,3,2640,451,100
2022,1,10,NYJ,WilsGa00,Garrett Wilson,WR,Ohio St.,22,2024,0,0,2,35,193,341,2295,8,3,3,3489,770,112
2022,1,11,NOR,OlavCh00,Chris Olave,WR,Ohio St.,22,2024,0,0,2,32,171,271,2343,10,2,2,3686,595,115
2022,1,12,DET,WillJa11,Jameson Williams,WR,Alabama,21,2024,0,0,1,19,42,83,683,5,1,0,1294,214,26
2022,1,16,WAS,DotsJa00,Jahan Dotson,WR,Penn St.,22,2024,0,0,2,30,87,149,1055,11,0,0,1647,270,54
2022,1,18,TEN,BurkTr00,Treylon Burks,WR,Arkansas,22,2024,0,0,1,23,51,90,676,1,0,0,1283,241,28
2022,2,34,GNB,WatsCh00,Christian Watson,WR,North Dakota St.,23,2024,0,0,2,24,76,129,1133,13,0,0,1866,408,52
2022,2,43,NYG,RobiWa01,Wan'Dale Robinson,WR,Kentucky,21,2024,0,0,0,22,109,147,946,3,0,0,777,513,52
2022,2,44,HOU,MetcJo00,John Metchie,WR,Alabama,22,2023,0,0,0,16,19,33,202,0,0,0,295,99,9
2022,2,50,NWE,ThorTy00,Tyquan Thornton,WR,Baylor,21,2024,0,0,1,23,37,72,365,2,0,0,956,116,17
2022,2,52,PIT,PickGe00,George Pickens,WR,Georgia,21,2024,0,0,2,35,133,219,2162,9,4,1,3004,512,91
2022,2,53,IND,PierAl00,Alec Pierce,WR,Cincinnati,22,2024,0,0,2,34,82,155,1332,6,1,0,2178,227,59
2022,2,54,KAN,MoorSk01,Skyy Moore,WR,Western Michigan,21,2024,0,0,0,31,48,80,511,2,0,0,623,281,27
2022,3,71,CHI,JoneVe00,Velus Jones Jr.,WR,Tennessee,25,2024,0,0,0,27,,,,,,,,,
2022,3,88,DAL,TolbJa00,Jalen Tolbert,WR,South Alabama,23,2024,0,0,0,26,37,60,440,3,0,0,793,51,21
2022,3,99,CLE,BellDa02,David Bell,WR,Purdue,21,2023,0,0,0,31,49,69,462,3,0,0,456,165,19
2022,3,105,SFO,GrayDa02,Danny Gray,WR,SMU,23,2022,0,0,0,13,1,7,10,0,0,0,160,4,1
2022,4,125,MIA,EzukEr00,Erik Ezukanma,WR,Texas Tech,22,2023,0,0,0,3,1,4,3,0,0,0,63,7,0
2022,4,132,GNB,DoubRo00,Romeo Doubs,WR,Nevada,22,2024,0,0,1,31,119,187,1463,12,3,1,2111,425,75
2022,4,138,PIT,AustCa00,Calvin Austin,WR,Memphis,23,2024,0,0,0,18,24,41,295,3,0,0,478,134,11
2022,5,148,BUF,ShakKh00,Khalil Shakir,WR,Boise St.,22,2024,0,0,1,32,78,98,1106,7,0,0,847,536,53
2022,5,162,DEN,WashMo00,Montrell Washington,WR,Samford,23,2023,0,0,0,21,4,9,2,0,0,0,153,13,0
2022,5,163,TEN,PhilKy01,Kyle Philips,WR,UCLA,23,2023,0,0,0,13,23,35,259,0,0,0,297,100,12
2022,6,191,MIN,NailJa00,Jalen Nailor,WR,Michigan St.,23,2024,0,0,0,22,19,28,314,4,0,0,311,99,15
2022,6,202,CLE,WoodMi00,Michael Woods II,WR,Oklahoma,22,2022,0,0,0,10,,,,,,,,,
2022,7,229,SEA,MeltBo00,Bo Melton,WR,Rutgers,23,2024,0,0,0,6,18,27,244,2,0,0,333,38,14
2022,7,233,SEA,YounDa02,Dareke Young,WR,Lenoir-Rhyne,23,2024,0,0,0,20,3,4,35,0,0,0,20,24,3
2022,7,258,GNB,TourSa00,Samori Toure,WR,Nebraska,24,2023,0,0,0,22,13,28,160,1,1,0,490,29,6
2021,1,5,CIN,ChasJa00,Ja'Marr Chase,WR,LSU,21,2024,0,3,3,46,329,488,4520,34,5,3,4828,1955,213
2021,1,6,MIA,WaddJa00,Jaylen Waddle,WR,Alabama,22,2024,0,0,3,48,269,387,3636,18,2,1,3808,1445,176
2021,1,10,PHI,SmitDe07,DeVonta Smith,WR,Alabama,22,2024,0,0,3,51,288,425,3822,21,3,3,4959,1217,176
2021,1,20,NYG,ToneKa00,Kadarius Toney,WR,Florida,22,2023,0,0,0,32,89,125,810,4,1,0,589,505,44
2021,1,27,BAL,BateRa00,Rashod Bateman,WR,Minnesota,21,2024,0,0,1,35,105,171,1329,5,1,1,2068,376,64
2021,2,34,NYJ,MoorEl00,Elijah Moore,WR,Mississippi,21,2024,0,0,2,45,152,265,1706,8,2,1,2936,531,78
2021,2,49,ARI,MoorRo02,Rondale Moore,WR,Purdue,21,2023,0,0,0,39,140,188,1233,3,2,0,738,951,53
2021,2,56,SEA,EskrDW00,D'Wayne Eskridge,WR,Western Michigan,24,2023,0,0,0,24,18,35,152,1,0,0,336,95,9
2021,2,57,LAR,AtweTu00,Tutu Atwell,WR,Louisville,21,2024,0,0,1,38,65,112,960,5,0,0,1539,208,44
2021,2,59,CAR,MarsTe00,Terrace Marshall Jr.,WR,LSU,21,2023,0,0,1,36,,,,,,,,,
2021,3,77,LAC,PalmJo00,Josh Palmer,WR,Tennessee,21,2024,0,0,1,44,149,229,1768,9,2,1,2227,569,83
2021,3,82,WAS,BrowDy00,Dyami Brown,WR,North Carolina,21,2024,0,0,0,48,33,68,509,3,0,0,1143,180,21
2021,3,85,GNB,RodgAm00,Amari Rodgers,WR,Clemson,21,2023,0,0,0,35,20,35,249,1,2,0,310,87,15
2021,3,89,HOU,CollNi00,Nico Collins,WR,Michigan,22,2024,0,0,1,40,179,280,2726,13,1,0,3127,1022,121
2021,3,91,CLE,SchwAn00,Anthony Schwartz,WR,Auburn,21,2022,0,0,0,25,14,33,186,1,1,1,538,37,8
2021,4,109,TEN,FitzDe00,Dez Fitzpatrick,WR,Louisville,23,2023,0,0,0,6,5,8,49,1,0,0,109,3,4
2021,4,112,DET,StxxAm00,Amon-Ra St. Brown,WR,USC,21,2024,1,2,2,50,358,495,4069,23,1,1,3544,1798,221
2021,4,129,TAM,DardJa00,Jaelon Darden,WR,North Texas,22,2024,0,0,0,25,8,14,69,0,0,0,166,40,2
2021,4,131,BAL,WallTy00,Tylan Wallace,WR,Oklahoma St.,22,2024,0,0,0,38,7,15,67,0,0,0,155,23,3
2021,4,141,LAR,HarrJa03,Jacob Harris,WR,Central Florida,24,2023,0,0,0,18,1,1,6,0,0,0,4,2,1
2021,5,157,MIN,SmitIh00,Ihmir Smith-Marsette,WR,Iowa,22,2023,0,0,0,33,14,20,182,2,1,1,165,70,9
2021,5,179,DAL,FehoSi00,Simi Fehoko,WR,Stanford,23,2024,0,0,0,17,5,9,50,1,0,0,102,24,3
2021,5,181,KAN,PoweCo00,Cornell Powell,WR,Clemson,23,2022,0,0,0,3,,,,,,,,,
2021,6,187,ATL,DarbFr00,Frank Darby,WR,Arizona St.,23,2023,0,0,0,16,2,5,29,0,0,0,97,12,2
2021,6,203,BUF,StevMa00,Marquez Stevenson,WR,Houston,23,2021,0,0,0,5,,,,,,,,,
2021,6,204,CAR,SmitSh03,Shi Smith,WR,South Carolina,22,2022,0,0,0,23,28,52,400,2,1,1,425,168,17
